zip,mean_household_income,income_bracket
12766,170638,Upper Middle Income ($100k-$200k)
12767,209913,High Income (>$200k)
12768,74763,Middle Income ($50k-$100k)
12769,131997,Upper Middle Income ($100k-$200k)
12770,149790,Upper Middle Income ($100k-$200k)
12771,79985,Middle Income ($50k-$100k)
12775,194491,Upper Middle Income ($100k-$200k)
12776,108667,Upper Middle Income ($100k-$200k)
12777,200219,High Income (>$200k)
12778,68127,Middle Income ($50k-$100k)
12779,73690,Middle Income ($50k-$100k)
12780,103765,Upper Middle Income ($100k-$200k)
12781,110611,Upper Middle Income ($100k-$200k)
12783,87657,Middle Income ($50k-$100k)
12784,-,Unknown
12785,114781,Upper Middle Income ($100k-$200k)
12786,100264,Upper Middle Income ($100k-$200k)
12787,53836,Middle Income ($50k-$100k)
12788,97884,Middle Income ($50k-$100k)
12789,89573,Middle Income ($50k-$100k)
12790,97801,Middle Income ($50k-$100k)
12791,80252,Middle Income ($50k-$100k)
12792,139253,Upper Middle Income ($100k-$200k)
12801,84120,Middle Income ($50k-$100k)
12803,100740,Upper Middle Income ($100k-$200k)
12804,122456,Upper Middle Income ($100k-$200k)
12808,115885,Upper Middle Income ($100k-$200k)
12809,93725,Middle Income ($50k-$100k)
12810,73819,Middle Income ($50k-$100k)
12811,75903,Middle Income ($50k-$100k)
12812,129652,Upper Middle Income ($100k-$200k)
12814,111388,Upper Middle Income ($100k-$200k)
12815,103696,Upper Middle Income ($100k-$200k)
12816,96678,Middle Income ($50k-$100k)
12817,99505,Middle Income ($50k-$100k)
12819,98666,Middle Income ($50k-$100k)
12820,N,Unknown
12821,65226,Middle Income ($50k-$100k)
12822,94717,Middle Income ($50k-$100k)
12823,102689,Upper Middle Income ($100k-$200k)
12824,149166,Upper Middle Income ($100k-$200k)
12827,90222,Middle Income ($50k-$100k)
12828,93511,Middle Income ($50k-$100k)
12831,125179,Upper Middle Income ($100k-$200k)
12832,86508,Middle Income ($50k-$100k)
12833,185189,Upper Middle Income ($100k-$200k)
12834,101686,Upper Middle Income ($100k-$200k)
12835,103435,Upper Middle Income ($100k-$200k)
12836,92870,Middle Income ($50k-$100k)
12837,98007,Middle Income ($50k-$100k)
12838,69645,Middle Income ($50k-$100k)
12839,80563,Middle Income ($50k-$100k)
12841,63284,Middle Income ($50k-$100k)
12842,84888,Middle Income ($50k-$100k)
12843,68041,Middle Income ($50k-$100k)
12844,165854,Upper Middle Income ($100k-$200k)
12845,120405,Upper Middle Income ($100k-$200k)
12846,72301,Middle Income ($50k-$100k)
12847,97752,Middle Income ($50k-$100k)
12849,116100,Upper Middle Income ($100k-$200k)
12850,100242,Upper Middle Income ($100k-$200k)
12851,93894,Middle Income ($50k-$100k)
12852,108864,Upper Middle Income ($100k-$200k)
12853,89426,Middle Income ($50k-$100k)
12854,N,Unknown
12855,106807,Upper Middle Income ($100k-$200k)
12856,80742,Middle Income ($50k-$100k)
12857,75927,Middle Income ($50k-$100k)
12858,145043,Upper Middle Income ($100k-$200k)
12859,96639,Middle Income ($50k-$100k)
12860,119228,Upper Middle Income ($100k-$200k)
12861,103579,Upper Middle Income ($100k-$200k)
12862,125929,Upper Middle Income ($100k-$200k)
12863,103454,Upper Middle Income ($100k-$200k)
12864,N,Unknown
12865,86221,Middle Income ($50k-$100k)
12866,143238,Upper Middle Income ($100k-$200k)
12870,89750,Middle Income ($50k-$100k)
12871,109681,Upper Middle Income ($100k-$200k)
12872,N,Unknown
12873,115244,Upper Middle Income ($100k-$200k)
12874,139339,Upper Middle Income ($100k-$200k)
12878,70733,Middle Income ($50k-$100k)
12883,90675,Middle Income ($50k-$100k)
12884,68915,Middle Income ($50k-$100k)
12885,88738,Middle Income ($50k-$100k)
12886,109482,Upper Middle Income ($100k-$200k)
12887,68827,Middle Income ($50k-$100k)
12901,83449,Middle Income ($50k-$100k)
12903,108970,Upper Middle Income ($100k-$200k)
12910,71091,Middle Income ($50k-$100k)
12911,N,Unknown
12912,105163,Upper Middle Income ($100k-$200k)
12913,93200,Middle Income ($50k-$100k)
12914,62801,Middle Income ($50k-$100k)
12915,68453,Middle Income ($50k-$100k)
12916,81235,Middle Income ($50k-$100k)
12917,72823,Middle Income ($50k-$100k)
12918,133596,Upper Middle Income ($100k-$200k)
12919,139506,Upper Middle Income ($100k-$200k)
12920,99619,Middle Income ($50k-$100k)
12921,118497,Upper Middle Income ($100k-$200k)
12922,82835,Middle Income ($50k-$100k)
12923,56942,Middle Income ($50k-$100k)
12924,45701,Low Income (<$50k)
12926,71448,Middle Income ($50k-$100k)
12927,85143,Middle Income ($50k-$100k)
12928,98568,Middle Income ($50k-$100k)
12929,86064,Middle Income ($50k-$100k)
12930,81819,Middle Income ($50k-$100k)
12932,85948,Middle Income ($50k-$100k)
12933,N,Unknown
12934,88701,Middle Income ($50k-$100k)
12935,84370,Middle Income ($50k-$100k)
12936,94017,Middle Income ($50k-$100k)
12937,67919,Middle Income ($50k-$100k)
12939,69808,Middle Income ($50k-$100k)
12941,86105,Middle Income ($50k-$100k)
12942,128509,Upper Middle Income ($100k-$200k)
12943,83169,Middle Income ($50k-$100k)
12944,82296,Middle Income ($50k-$100k)
12945,81535,Middle Income ($50k-$100k)
12946,108861,Upper Middle Income ($100k-$200k)
12950,77322,Middle Income ($50k-$100k)
12952,62841,Middle Income ($50k-$100k)
12953,85392,Middle Income ($50k-$100k)
12955,76095,Middle Income ($50k-$100k)
12956,78742,Middle Income ($50k-$100k)
12957,67672,Middle Income ($50k-$100k)
12958,79292,Middle Income ($50k-$100k)
12959,80558,Middle Income ($50k-$100k)
12960,92167,Middle Income ($50k-$100k)
12961,N,Unknown
12962,92550,Middle Income ($50k-$100k)
12964,134443,Upper Middle Income ($100k-$200k)
12965,96890,Middle Income ($50k-$100k)
12966,72916,Middle Income ($50k-$100k)
12967,82765,Middle Income ($50k-$100k)
12969,71575,Middle Income ($50k-$100k)
12970,102703,Upper Middle Income ($100k-$200k)
12972,121840,Upper Middle Income ($100k-$200k)
12973,92776,Middle Income ($50k-$100k)
12974,57033,Middle Income ($50k-$100k)
12975,76088,Middle Income ($50k-$100k)
12976,74986,Middle Income ($50k-$100k)
12977,N,Unknown
12978,98797,Middle Income ($50k-$100k)
12979,69893,Middle Income ($50k-$100k)
12980,73168,Middle Income ($50k-$100k)
12981,82835,Middle Income ($50k-$100k)
12983,89069,Middle Income ($50k-$100k)
12985,78561,Middle Income ($50k-$100k)
12986,81520,Middle Income ($50k-$100k)
12987,169587,Upper Middle Income ($100k-$200k)
12989,94202,Middle Income ($50k-$100k)
12992,86502,Middle Income ($50k-$100k)
12993,110528,Upper Middle Income ($100k-$200k)
12996,100860,Upper Middle Income ($100k-$200k)
12997,124046,Upper Middle Income ($100k-$200k)
12998,61628,Middle Income ($50k-$100k)
13020,77900,Middle Income ($50k-$100k)
13021,81860,Middle Income ($50k-$100k)
13024,-,Unknown
13026,103371,Upper Middle Income ($100k-$200k)
13027,121220,Upper Middle Income ($100k-$200k)
13028,78020,Middle Income ($50k-$100k)
13029,120978,Upper Middle Income ($100k-$200k)
13030,99313,Middle Income ($50k-$100k)
13031,114125,Upper Middle Income ($100k-$200k)
13032,93370,Middle Income ($50k-$100k)
13033,105601,Upper Middle Income ($100k-$200k)
13034,120395,Upper Middle Income ($100k-$200k)
13035,135221,Upper Middle Income ($100k-$200k)
13036,108293,Upper Middle Income ($100k-$200k)
13037,109989,Upper Middle Income ($100k-$200k)
13039,122528,Upper Middle Income ($100k-$200k)
13040,78712,Middle Income ($50k-$100k)
13041,132121,Upper Middle Income ($100k-$200k)
13042,104753,Upper Middle Income ($100k-$200k)
13044,84540,Middle Income ($50k-$100k)
13045,83265,Middle Income ($50k-$100k)
13051,N,Unknown
13052,87946,Middle Income ($50k-$100k)
13053,95339,Middle Income ($50k-$100k)
13054,99539,Middle Income ($50k-$100k)
13057,95482,Middle Income ($50k-$100k)
13060,87048,Middle Income ($50k-$100k)
13061,93457,Middle Income ($50k-$100k)
13062,181747,Upper Middle Income ($100k-$200k)
13063,103695,Upper Middle Income ($100k-$200k)
13065,N,Unknown
13066,160129,Upper Middle Income ($100k-$200k)
13068,96078,Middle Income ($50k-$100k)
13069,81532,Middle Income ($50k-$100k)
13071,110767,Upper Middle Income ($100k-$200k)
13072,61557,Middle Income ($50k-$100k)
13073,89854,Middle Income ($50k-$100k)
13074,89908,Middle Income ($50k-$100k)
13076,168226,Upper Middle Income ($100k-$200k)
13077,92126,Middle Income ($50k-$100k)
13078,169290,Upper Middle Income ($100k-$200k)
13080,105808,Upper Middle Income ($100k-$200k)
13081,121781,Upper Middle Income ($100k-$200k)
13082,97810,Middle Income ($50k-$100k)
13083,83053,Middle Income ($50k-$100k)
13084,120589,Upper Middle Income ($100k-$200k)
13087,116216,Upper Middle Income ($100k-$200k)
13088,83774,Middle Income ($50k-$100k)
13090,103150,Upper Middle Income ($100k-$200k)
13092,104150,Upper Middle Income ($100k-$200k)
13101,79498,Middle Income ($50k-$100k)
13102,N,Unknown
13103,71591,Middle Income ($50k-$100k)
13104,170146,Upper Middle Income ($100k-$200k)
13108,115056,Upper Middle Income ($100k-$200k)
13110,117512,Upper Middle Income ($100k-$200k)
13111,59887,Middle Income ($50k-$100k)
13112,122312,Upper Middle Income ($100k-$200k)
13113,42494,Low Income (<$50k)
13114,85639,Middle Income ($50k-$100k)
13115,79565,Middle Income ($50k-$100k)
13116,111333,Upper Middle Income ($100k-$200k)
13117,55589,Middle Income ($50k-$100k)
13118,86418,Middle Income ($50k-$100k)
13119,-,Unknown
13120,79036,Middle Income ($50k-$100k)
13121,-,Unknown
13122,98646,Middle Income ($50k-$100k)
13123,N,Unknown
13124,96710,Middle Income ($50k-$100k)
13126,86465,Middle Income ($50k-$100k)
13131,85740,Middle Income ($50k-$100k)
13132,92609,Middle Income ($50k-$100k)
13134,65624,Middle Income ($50k-$100k)
13135,105116,Upper Middle Income ($100k-$200k)
13136,66317,Middle Income ($50k-$100k)
13138,89902,Middle Income ($50k-$100k)
13140,83251,Middle Income ($50k-$100k)
13141,104666,Upper Middle Income ($100k-$200k)
13142,90795,Middle Income ($50k-$100k)
13143,85388,Middle Income ($50k-$100k)
13144,77680,Middle Income ($50k-$100k)
13145,68784,Middle Income ($50k-$100k)
13146,79760,Middle Income ($50k-$100k)
13147,86865,Middle Income ($50k-$100k)
13148,88920,Middle Income ($50k-$100k)
13152,178990,Upper Middle Income ($100k-$200k)
13153,164885,Upper Middle Income ($100k-$200k)
13154,N,Unknown
13155,86145,Middle Income ($50k-$100k)
13156,79993,Middle Income ($50k-$100k)
13157,76100,Middle Income ($50k-$100k)
13158,101335,Upper Middle Income ($100k-$200k)
13159,124758,Upper Middle Income ($100k-$200k)
13160,96292,Middle Income ($50k-$100k)
13162,48440,Low Income (<$50k)
13163,83118,Middle Income ($50k-$100k)
13164,122330,Upper Middle Income ($100k-$200k)
13165,77648,Middle Income ($50k-$100k)
13166,87839,Middle Income ($50k-$100k)
13167,98195,Middle Income ($50k-$100k)
13202,59119,Middle Income ($50k-$100k)
13203,68977,Middle Income ($50k-$100k)
13204,61952,Middle Income ($50k-$100k)
13205,55043,Middle Income ($50k-$100k)
13206,76469,Middle Income ($50k-$100k)
13207,79224,Middle Income ($50k-$100k)
13208,63959,Middle Income ($50k-$100k)
13209,87232,Middle Income ($50k-$100k)
13210,62794,Middle Income ($50k-$100k)
13211,84659,Middle Income ($50k-$100k)
13212,93774,Middle Income ($50k-$100k)
13214,119198,Upper Middle Income ($100k-$200k)
13215,151858,Upper Middle Income ($100k-$200k)
13219,103520,Upper Middle Income ($100k-$200k)
13224,104569,Upper Middle Income ($100k-$200k)
13244,N,Unknown
13290,-,Unknown
13301,N,Unknown
13302,67557,Middle Income ($50k-$100k)
13303,100437,Upper Middle Income ($100k-$200k)
13304,156985,Upper Middle Income ($100k-$200k)
13305,94949,Middle Income ($50k-$100k)
13308,86451,Middle Income ($50k-$100k)
13309,90897,Middle Income ($50k-$100k)
13310,91326,Middle Income ($50k-$100k)
13312,81580,Middle Income ($50k-$100k)
13313,58019,Middle Income ($50k-$100k)
13314,60085,Middle Income ($50k-$100k)
13315,92260,Middle Income ($50k-$100k)
13316,83872,Middle Income ($50k-$100k)
13317,84048,Middle Income ($50k-$100k)
13318,89810,Middle Income ($50k-$100k)
13319,81227,Middle Income ($50k-$100k)
13320,106316,Upper Middle Income ($100k-$200k)
13321,82623,Middle Income ($50k-$100k)
13322,109650,Upper Middle Income ($100k-$200k)
13323,108845,Upper Middle Income ($100k-$200k)
13324,125106,Upper Middle Income ($100k-$200k)
13325,82394,Middle Income ($50k-$100k)
13326,127020,Upper Middle Income ($100k-$200k)
13327,82248,Middle Income ($50k-$100k)
13328,128682,Upper Middle Income ($100k-$200k)
13329,79125,Middle Income ($50k-$100k)
13331,69378,Middle Income ($50k-$100k)
13332,92391,Middle Income ($50k-$100k)
13333,54748,Middle Income ($50k-$100k)
13334,73697,Middle Income ($50k-$100k)
13335,77417,Middle Income ($50k-$100k)
13337,101191,Upper Middle Income ($100k-$200k)
13338,75511,Middle Income ($50k-$100k)
13339,73187,Middle Income ($50k-$100k)
13340,86788,Middle Income ($50k-$100k)
13342,83057,Middle Income ($50k-$100k)
13343,78673,Middle Income ($50k-$100k)
13345,59428,Middle Income ($50k-$100k)
13346,94935,Middle Income ($50k-$100k)
13348,83648,Middle Income ($50k-$100k)
13350,73078,Middle Income ($50k-$100k)
13352,N,Unknown
13353,87361,Middle Income ($50k-$100k)
13354,109677,Upper Middle Income ($100k-$200k)
13355,159025,Upper Middle Income ($100k-$200k)
13357,84191,Middle Income ($50k-$100k)
13360,111241,Upper Middle Income ($100k-$200k)
13361,101259,Upper Middle Income ($100k-$200k)
13363,111953,Upper Middle Income ($100k-$200k)
13364,83677,Middle Income ($50k-$100k)
13365,85105,Middle Income ($50k-$100k)
13367,84191,Middle Income ($50k-$100k)
13368,70950,Middle Income ($50k-$100k)
13402,72401,Middle Income ($50k-$100k)
13403,104959,Upper Middle Income ($100k-$200k)
13404,59192,Middle Income ($50k-$100k)
13406,102316,Upper Middle Income ($100k-$200k)
13407,83757,Middle Income ($50k-$100k)
13408,81039,Middle Income ($50k-$100k)
13409,83246,Middle Income ($50k-$100k)
13410,52330,Middle Income ($50k-$100k)
13411,72307,Middle Income ($50k-$100k)
13413,130391,Upper Middle Income ($100k-$200k)
13415,137631,Upper Middle Income ($100k-$200k)
13416,87774,Middle Income ($50k-$100k)
13417,78780,Middle Income ($50k-$100k)
13418,107160,Upper Middle Income ($100k-$200k)
13420,113801,Upper Middle Income ($100k-$200k)
13421,91369,Middle Income ($50k-$100k)
13424,117122,Upper Middle Income ($100k-$200k)
13425,96312,Middle Income ($50k-$100k)
13428,90331,Middle Income ($50k-$100k)
13431,95548,Middle Income ($50k-$100k)
13433,58378,Middle Income ($50k-$100k)
13435,63740,Middle Income ($50k-$100k)
13436,74992,Middle Income ($50k-$100k)
13437,60067,Middle Income ($50k-$100k)
13438,95676,Middle Income ($50k-$100k)
13439,94194,Middle Income ($50k-$100k)
13440,87214,Middle Income ($50k-$100k)
13441,N,Unknown
13450,213023,High Income (>$200k)
13452,76933,Middle Income ($50k-$100k)
13454,96137,Middle Income ($50k-$100k)
13455,N,Unknown
13456,112808,Upper Middle Income ($100k-$200k)
13457,54572,Middle Income ($50k-$100k)
13459,79194,Middle Income ($50k-$100k)
13460,79827,Middle Income ($50k-$100k)
13461,99320,Middle Income ($50k-$100k)
13464,63032,Middle Income ($50k-$100k)
13468,65410,Middle Income ($50k-$100k)
13469,131542,Upper Middle Income ($100k-$200k)
13470,84179,Middle Income ($50k-$100k)
13471,84359,Middle Income ($50k-$100k)
13472,96861,Middle Income ($50k-$100k)
13473,106319,Upper Middle Income ($100k-$200k)
13475,60593,Middle Income ($50k-$100k)
13476,78051,Middle Income ($50k-$100k)
13477,114270,Upper Middle Income ($100k-$200k)
13478,106477,Upper Middle Income ($100k-$200k)
13480,95644,Middle Income ($50k-$100k)
13482,73831,Middle Income ($50k-$100k)
13483,97217,Middle Income ($50k-$100k)
13484,N,Unknown
13485,80936,Middle Income ($50k-$100k)
13486,106165,Upper Middle Income ($100k-$200k)
13488,66597,Middle Income ($50k-$100k)
13489,97718,Middle Income ($50k-$100k)
13490,123679,Upper Middle Income ($100k-$200k)
13491,95042,Middle Income ($50k-$100k)
13492,103910,Upper Middle Income ($100k-$200k)
13493,70259,Middle Income ($50k-$100k)
13494,100774,Upper Middle Income ($100k-$200k)
13495,85881,Middle Income ($50k-$100k)
13501,69603,Middle Income ($50k-$100k)
13502,74144,Middle Income ($50k-$100k)
13601,78132,Middle Income ($50k-$100k)
13602,-,Unknown
13603,71871,Middle Income ($50k-$100k)
13605,103162,Upper Middle Income ($100k-$200k)
13606,101269,Upper Middle Income ($100k-$200k)
13607,146602,Upper Middle Income ($100k-$200k)
13608,84877,Middle Income ($50k-$100k)
13611,61558,Middle Income ($50k-$100k)
13612,99975,Middle Income ($50k-$100k)
13613,72303,Middle Income ($50k-$100k)
13614,56633,Middle Income ($50k-$100k)
13615,104041,Upper Middle Income ($100k-$200k)
13616,56314,Middle Income ($50k-$100k)
13617,82443,Middle Income ($50k-$100k)
13618,82824,Middle Income ($50k-$100k)
13619,81971,Middle Income ($50k-$100k)
13620,73584,Middle Income ($50k-$100k)
13621,176863,Upper Middle Income ($100k-$200k)
13622,100894,Upper Middle Income ($100k-$200k)
13623,60486,Middle Income ($50k-$100k)
13624,110661,Upper Middle Income ($100k-$200k)
13625,93066,Middle Income ($50k-$100k)
13626,88239,Middle Income ($50k-$100k)
13628,74102,Middle Income ($50k-$100k)
13630,83851,Middle Income ($50k-$100k)
